rmsk_index	tag	internal_id	block_id	int_type	genoName	genoStart	genoEnd	strand	repName	length	element_family
5450418	4554658_bINT_close	MER84_4554658_bINT_join_1	MER84_4554658	bINT	chrX	82262044	82262406	-	MER84	362	MER84
1073190	897836_bINT_singleton	MER84_897836_bINT_singleton_1	MER84_897836	bINT	chr12	70137156	70137542	-	MER84	386	MER84
1073198	897836_aINT_singleton	MER84_897836_aINT_singleton_1	MER84_897836	aINT	chr12	70142627	70143030	-	MER84	403	MER84
2756171	2308996_bINT_singleton	MER84_2308996_bINT_singleton_1	MER84_2308996	bINT	chr20	2800875	2801334	+	MER84	459	MER84
2756181	2308996_aINT_singleton	MER84_2308996_aINT_singleton_1	MER84_2308996	aINT	chr20	2804131	2804576	+	MER84	445	MER84
4154142	3477356_bINT_singleton	MER84_3477356_bINT_singleton_1	MER84_3477356	bINT	chr6	66702137	66702626	+	MER84	489	MER84
4154148	3477356_aINT_singleton	MER84_3477356_aINT_singleton_1	MER84_3477356	aINT	chr6	66707422	66707905	+	MER84	483	MER84
5450426	4554658_aINT_singleton	MER84_4554658_aINT_singleton_1	MER84_4554658	aINT	chrX	82267256	82267759	-	MER84	503	MER84
3174453	2661119_aINT_open	LTR43_2661119_aINT_join_1	LTR43_2661119	aINT	chr3	75645281	75645327	+	LTR43	46	LTR43
3174455	2661119_aINT_mid	LTR43_2661119_aINT_join_1	LTR43_2661119	aINT	chr3	75646291	75646473	+	LTR43	182	LTR43
3174457	2661119_aINT_close	LTR43_2661119_aINT_join_1	LTR43_2661119	aINT	chr3	75646770	75647146	+	LTR43	376	LTR43
3174448	2661119_bINT_singleton	LTR43_2661119_bINT_singleton_1	LTR43_2661119	bINT	chr3	75642370	75642846	+	LTR43	476	LTR43
3178931	2664964_bINT_singleton	LTR43_2664964_bINT_singleton_1	LTR43_2664964	bINT	chr3	78540351	78540947	+	LTR43	596	LTR43
3178933	2664964_aINT_singleton	LTR43_2664964_aINT_singleton_1	LTR43_2664964	aINT	chr3	78545706	78546280	+	LTR43	574	LTR43
4091311	3424669_bINT_singleton	LTR43_3424669_bINT_singleton_1	LTR43_3424669	bINT	chr6	31203450	31204048	+	LTR43	598	LTR43
4091329	3424669_aINT_singleton	LTR43_3424669_aINT_singleton_1	LTR43_3424669	aINT	chr6	31211160	31211776	+	LTR43	616	LTR43
4814019	4027017_bINT_singleton	LTR43_4027017_bINT_singleton_1	LTR43_4027017	bINT	chr8	111473799	111474391	+	LTR43	592	LTR43
4814023	4027017_aINT_singleton	LTR43_4027017_aINT_singleton_1	LTR43_4027017	aINT	chr8	111479027	111479626	+	LTR43	599	LTR43
5452081	4555854_bINT_singleton	LTR43_4555854_bINT_singleton_1	LTR43_4555854	bINT	chrX	83380133	83380725	+	LTR43	592	LTR43
5452092	4555854_aINT_singleton	LTR43_4555854_aINT_singleton_1	LTR43_4555854	aINT	chrX	83393501	83394095	+	LTR43	594	LTR43
2157293	1808661_aINT_open	MER76_1808661_aINT_join_1	MER76_1808661	aINT	chr18	64000402	64000757	+	MER76	355	MER76
2157294	1808661_aINT_close	MER76_1808661_aINT_join_1	MER76_1808661	aINT	chr18	64000796	64000877	+	MER76	81	MER76
4556743	3812787_aINT_open	MER76_3812787_aINT_join_1	MER76_3812787	aINT	chr7	125834272	125834802	-	MER76	530	MER76
4556741	3812787_aINT_close	MER76_3812787_aINT_join_1	MER76_3812787	aINT	chr7	125833860	125833902	-	MER76	42	MER76
5482004	4578805_aINT_open	MER76_4578805_aINT_join_1	MER76_4578805	aINT	chrX	102502801	102503073	+	MER76	272	MER76
5482006	4578805_aINT_close	MER76_4578805_aINT_join_1	MER76_4578805	aINT	chrX	102503534	102503886	+	MER76	352	MER76
737638	617356_bINT_singleton	MER76_617356_bINT_singleton_1	MER76_617356	bINT	chr11	21625760	21626303	-	MER76	543	MER76
737644	617356_aINT_singleton	MER76_617356_aINT_singleton_1	MER76_617356	aINT	chr11	21628637	21629267	-	MER76	630	MER76
2157287	1808661_bINT_singleton	MER76_1808661_bINT_singleton_1	MER76_1808661	bINT	chr18	63993672	63994335	+	MER76	663	MER76
4556727	3812787_bINT_singleton	MER76_3812787_bINT_singleton_1	MER76_3812787	bINT	chr7	125828186	125828530	-	MER76	344	MER76
5481988	4578805_bINT_singleton	MER76_4578805_bINT_singleton_1	MER76_4578805	bINT	chrX	102492922	102493587	+	MER76	665	MER76
485564	405813_bINT_open	MLT1C_405813_bINT_join_1	MLT1C_405813	bINT	chr10	17765119	17765293	-	MLT1C	174	MLT1C
485562	405813_bINT_close	MLT1C_405813_bINT_join_1	MLT1C_405813	bINT	chr10	17764510	17764830	-	MLT1C	320	MLT1C
3717073	3112263_aINT_overlap_open	MLT1C_3112263_aINT_join_1	MLT1C_3112263	aINT	chr5	1895479	1895786	-	MLT1C	307	MLT1C
3717068	3112263_aINT_overlap_close	MLT1C_3112263_aINT_join_1	MLT1C_3112263	aINT	chr5	1894167	1894346	-	MLT1C	179	MLT1C
4419457	3698297_bINT_overlap_open	MLT1C_3698297_bINT_join_1	MLT1C_3698297	bINT	chr7	49365198	49365285	-	MLT1C	87	MLT1C
4419453	3698297_bINT_overlap_close	MLT1C_3698297_bINT_join_1	MLT1C_3698297	bINT	chr7	49364373	49364711	-	MLT1C	338	MLT1C
285070	238086_bINT_singleton	MLT1C_238086_bINT_singleton_1	MLT1C_238086	bINT	chr1	158987831	158988208	+	MLT1C	377	MLT1C
285073	238086_aINT_singleton	MLT1C_238086_aINT_singleton_1	MLT1C_238086	aINT	chr1	158989364	158989812	+	MLT1C	448	MLT1C
485566	405813_aINT_singleton	MLT1C_405813_aINT_singleton_1	MLT1C_405813	aINT	chr10	17766686	17767157	-	MLT1C	471	MLT1C
667605	558646_bINT_singleton	MLT1C_558646_bINT_singleton_1	MLT1C_558646	bINT	chr10	115784495	115784916	-	MLT1C	421	MLT1C
667607	558646_aINT_singleton	MLT1C_558646_aINT_singleton_1	MLT1C_558646	aINT	chr10	115786280	115786714	-	MLT1C	434	MLT1C
1536294	1284557_bINT_singleton	MLT1C_1284557_bINT_singleton_1	MLT1C_1284557	bINT	chr14	105846921	105847386	+	MLT1C	465	MLT1C
1536296	1284557_aINT_singleton	MLT1C_1284557_aINT_singleton_1	MLT1C_1284557	aINT	chr14	105849166	105849607	+	MLT1C	441	MLT1C
2181849	1829113_bINT_singleton	MLT1C_1829113_bINT_singleton_1	MLT1C_1829113	bINT	chr18	79972937	79973382	+	MLT1C	445	MLT1C
2181858	1829113_aINT_singleton	MLT1C_1829113_aINT_singleton_1	MLT1C_1829113	aINT	chr18	79976261	79976686	+	MLT1C	425	MLT1C
2473592	2073498_bINT_singleton	MLT1C_2073498_bINT_singleton_1	MLT1C_2073498	bINT	chr2	82867037	82867503	-	MLT1C	466	MLT1C
2473596	2073498_aINT_singleton	MLT1C_2073498_aINT_singleton_1	MLT1C_2073498	aINT	chr2	82869066	82869476	-	MLT1C	410	MLT1C
2544307	2132001_bINT_singleton	MLT1C_2132001_bINT_singleton_1	MLT1C_2132001	bINT	chr2	125196672	125197086	+	MLT1C	414	MLT1C
2544309	2132001_aINT_singleton	MLT1C_2132001_aINT_singleton_1	MLT1C_2132001	aINT	chr2	125198542	125198973	+	MLT1C	431	MLT1C
2659736	2228152_bINT_singleton	MLT1C_2228152_bINT_singleton_1	MLT1C_2228152	bINT	chr2	193328927	193329316	+	MLT1C	389	MLT1C
2659745	2228152_aINT_singleton	MLT1C_2228152_aINT_singleton_1	MLT1C_2228152	aINT	chr2	193333183	193333622	+	MLT1C	439	MLT1C
3175350	2661840_bINT_singleton	MLT1C_2661840_bINT_singleton_1	MLT1C_2661840	bINT	chr3	76230713	76231167	+	MLT1C	454	MLT1C
3175357	2661840_aINT_singleton	MLT1C_2661840_aINT_singleton_1	MLT1C_2661840	aINT	chr3	76235081	76235539	+	MLT1C	458	MLT1C
3717063	3112263_bINT_singleton	MLT1C_3112263_bINT_singleton_1	MLT1C_3112263	bINT	chr5	1892252	1892729	-	MLT1C	477	MLT1C
3745587	3136135_bINT_singleton	MLT1C_3136135_bINT_singleton_1	MLT1C_3136135	bINT	chr5	20142609	20142930	+	MLT1C	321	MLT1C
3745593	3136135_aINT_singleton	MLT1C_3136135_aINT_singleton_1	MLT1C_3136135	aINT	chr5	20144687	20145109	+	MLT1C	422	MLT1C
4350229	3640432_bINT_singleton	MLT1C_3640432_bINT_singleton_1	MLT1C_3640432	bINT	chr7	9928670	9929108	-	MLT1C	438	MLT1C
4350231	3640432_aINT_singleton	MLT1C_3640432_aINT_singleton_1	MLT1C_3640432	aINT	chr7	9930439	9930749	-	MLT1C	310	MLT1C
4419459	3698297_aINT_singleton	MLT1C_3698297_aINT_singleton_1	MLT1C_3698297	aINT	chr7	49366728	49367157	-	MLT1C	429	MLT1C
3655372	3061282_aINT_open	MLT1J1_3061282_aINT_join_1	MLT1J1_3061282	aINT	chr4	154876747	154876832	+	MLT1J1	85	MLT1J1
3655375	3061282_aINT_close	MLT1J1_3061282_aINT_join_1	MLT1J1_3061282	aINT	chr4	154877827	154878183	+	MLT1J1	356	MLT1J1
4937137	4130819_aINT_overlap_open	MLT1J1_4130819_aINT_join_1	MLT1J1_4130819	aINT	chr9	14406590	14406976	+	MLT1J1	386	MLT1J1
4937138	4130819_aINT_overlap_close	MLT1J1_4130819_aINT_join_1	MLT1J1_4130819	aINT	chr9	14407025	14407158	+	MLT1J1	133	MLT1J1
752729	630067_bINT_singleton	MLT1J1_630067_bINT_singleton_1	MLT1J1_630067	bINT	chr11	30237803	30238177	+	MLT1J1	374	MLT1J1
752737	630067_aINT_singleton	MLT1J1_630067_aINT_singleton_1	MLT1J1_630067	aINT	chr11	30240558	30240976	+	MLT1J1	418	MLT1J1
803721	672878_bINT_singleton	MLT1J1_672878_bINT_singleton_1	MLT1J1_672878	bINT	chr11	61470841	61471231	-	MLT1J1	390	MLT1J1
803733	672878_aINT_singleton	MLT1J1_672878_aINT_singleton_1	MLT1J1_672878	aINT	chr11	61473645	61473949	-	MLT1J1	304	MLT1J1
942473	789083_bINT_singleton	MLT1J1_789083_bINT_singleton_1	MLT1J1_789083	bINT	chr11	131983704	131984094	-	MLT1J1	390	MLT1J1
942475	789083_aINT_singleton	MLT1J1_789083_aINT_singleton_1	MLT1J1_789083	aINT	chr11	131985398	131985832	-	MLT1J1	434	MLT1J1
1300150	1087521_bINT_singleton	MLT1J1_1087521_bINT_singleton_1	MLT1J1_1087521	bINT	chr13	70900715	70901115	+	MLT1J1	400	MLT1J1
1300155	1087521_aINT_singleton	MLT1J1_1087521_aINT_singleton_1	MLT1J1_1087521	aINT	chr13	70902937	70903359	+	MLT1J1	422	MLT1J1
3030451	2539572_bINT_singleton	MLT1J1_2539572_bINT_singleton_1	MLT1J1_2539572	bINT	chr3	2034909	2035333	-	MLT1J1	424	MLT1J1
3030458	2539572_aINT_singleton	MLT1J1_2539572_aINT_singleton_1	MLT1J1_2539572	aINT	chr3	2037850	2038226	-	MLT1J1	376	MLT1J1
3318480	2780883_bINT_singleton	MLT1J1_2780883_bINT_singleton_1	MLT1J1_2780883	bINT	chr3	161691602	161691992	-	MLT1J1	390	MLT1J1
3318498	2780883_aINT_singleton	MLT1J1_2780883_aINT_singleton_1	MLT1J1_2780883	aINT	chr3	161698579	161698978	-	MLT1J1	399	MLT1J1
3498031	2931085_bINT_singleton	MLT1J1_2931085_bINT_singleton_1	MLT1J1_2931085	bINT	chr4	61094487	61094871	-	MLT1J1	384	MLT1J1
3498038	2931085_aINT_singleton	MLT1J1_2931085_aINT_singleton_1	MLT1J1_2931085	aINT	chr4	61097966	61098306	-	MLT1J1	340	MLT1J1
3588526	3006114_bINT_singleton	MLT1J1_3006114_bINT_singleton_1	MLT1J1_3006114	bINT	chr4	114814241	114814640	+	MLT1J1	399	MLT1J1
3588529	3006114_aINT_singleton	MLT1J1_3006114_aINT_singleton_1	MLT1J1_3006114	aINT	chr4	114815821	114816227	+	MLT1J1	406	MLT1J1
3655362	3061282_bINT_singleton	MLT1J1_3061282_bINT_singleton_1	MLT1J1_3061282	bINT	chr4	154873330	154873648	+	MLT1J1	318	MLT1J1
4177127	3496278_bINT_singleton	MLT1J1_3496278_bINT_singleton_1	MLT1J1_3496278	bINT	chr6	80938238	80938682	+	MLT1J1	444	MLT1J1
4177129	3496278_aINT_singleton	MLT1J1_3496278_aINT_singleton_1	MLT1J1_3496278	aINT	chr6	80939756	80940061	+	MLT1J1	305	MLT1J1
4179837	3498481_bINT_singleton	MLT1J1_3498481_bINT_singleton_1	MLT1J1_3498481	bINT	chr6	82574456	82574770	+	MLT1J1	314	MLT1J1
4179839	3498481_aINT_singleton	MLT1J1_3498481_aINT_singleton_1	MLT1J1_3498481	aINT	chr6	82576036	82576360	+	MLT1J1	324	MLT1J1
4937135	4130819_bINT_singleton	MLT1J1_4130819_bINT_singleton_1	MLT1J1_4130819	bINT	chr9	14404972	14405360	+	MLT1J1	388	MLT1J1
2754858	2307949_bINT_overlap_open	MER68_2307949_bINT_join_1	MER68_2307949	bINT	chr20	2244532	2244606	-	MER68	74	MER68
2754856	2307949_bINT_overlap_mid	MER68_2307949_bINT_join_1	MER68_2307949	bINT	chr20	2243829	2244243	-	MER68	414	MER68
2754852	2307949_bINT_overlap_close	MER68_2307949_bINT_join_1	MER68_2307949	bINT	chr20	2243295	2243385	-	MER68	90	MER68
5345958	4472002_bINT_open	MER68_4472002_bINT_join_1	MER68_4472002	bINT	chrX	20044824	20045288	+	MER68	464	MER68
5345960	4472002_bINT_close	MER68_4472002_bINT_join_1	MER68_4472002	bINT	chrX	20045552	20045660	+	MER68	108	MER68
1488732	1244678_bINT_overlap_open	MER68_1244678_bINT_join_1	MER68_1244678	bINT	chr14	81512858	81512969	+	MER68	111	MER68
1488736	1244678_bINT_overlap_close	MER68_1244678_bINT_join_1	MER68_1244678	bINT	chr14	81516584	81517018	+	MER68	434	MER68
5437402	4545042_aINT_overlap_open	MER68_4545042_aINT_join_1	MER68_4545042	aINT	chrX	73138902	73139263	-	MER68	361	MER68
5437401	4545042_aINT_overlap_close	MER68_4545042_aINT_join_1	MER68_4545042	aINT	chrX	73138571	73138818	-	MER68	247	MER68
896233	750193_bINT_singleton	MER68_750193_bINT_singleton_1	MER68_750193	bINT	chr11	108034035	108034536	-	MER68	501	MER68
896239	750193_aINT_singleton	MER68_750193_aINT_singleton_1	MER68_750193	aINT	chr11	108037390	108037923	-	MER68	533	MER68
1488743	1244678_aINT_singleton	MER68_1244678_aINT_singleton_1	MER68_1244678	aINT	chr14	81518895	81519434	+	MER68	539	MER68
2754863	2307949_aINT_singleton	MER68_2307949_aINT_singleton_1	MER68_2307949	aINT	chr20	2247580	2248060	-	MER68	480	MER68
5345969	4472002_aINT_singleton	MER68_4472002_aINT_singleton_1	MER68_4472002	aINT	chrX	20048048	20048550	+	MER68	502	MER68
5437396	4545042_bINT_singleton	MER68_4545042_bINT_singleton_1	MER68_4545042	bINT	chrX	73134738	73135298	-	MER68	560	MER68
5446993	4552139_bINT_singleton	MER68_4552139_bINT_singleton_1	MER68_4552139	bINT	chrX	79861555	79861950	-	MER68	395	MER68
5446997	4552139_aINT_singleton	MER68_4552139_aINT_singleton_1	MER68_4552139	aINT	chrX	79864832	79865315	-	MER68	483	MER68
5502428	4595251_bINT_singleton	MER68_4595251_bINT_singleton_1	MER68_4595251	bINT	chrX	113829051	113829569	+	MER68	518	MER68
5502436	4595251_aINT_singleton	MER68_4595251_aINT_singleton_1	MER68_4595251	aINT	chrX	113833567	113834141	+	MER68	574	MER68
879518	736387_aINT_open	MLT1A1_736387_aINT_join_1	MLT1A1_736387	aINT	chr11	98463657	98463694	+	MLT1A1	37	MLT1A1
879520	736387_aINT_close	MLT1A1_736387_aINT_join_1	MLT1A1_736387	aINT	chr11	98463987	98464351	+	MLT1A1	364	MLT1A1
2650866	2220817_bINT_open	MLT1A1_2220817_bINT_join_1	MLT1A1_2220817	bINT	chr2	188043061	188043388	+	MLT1A1	327	MLT1A1
2650868	2220817_bINT_close	MLT1A1_2220817_bINT_join_1	MLT1A1_2220817	bINT	chr2	188043878	188043930	+	MLT1A1	52	MLT1A1
2591984	2171786_aINT_overlap_open	MLT1A1_2171786_aINT_join_1	MLT1A1_2171786	aINT	chr2	152918933	152919237	+	MLT1A1	304	MLT1A1
2591985	2171786_aINT_overlap_close	MLT1A1_2171786_aINT_join_1	MLT1A1_2171786	aINT	chr2	152919266	152919310	+	MLT1A1	44	MLT1A1
80487	68265_bINT_singleton	MLT1A1_68265_bINT_singleton_1	MLT1A1_68265	bINT	chr1	34806666	34807088	-	MLT1A1	422	MLT1A1
80496	68265_aINT_singleton	MLT1A1_68265_aINT_singleton_1	MLT1A1_68265	aINT	chr1	34809658	34810055	-	MLT1A1	397	MLT1A1
879514	736387_bINT_singleton	MLT1A1_736387_bINT_singleton_1	MLT1A1_736387	bINT	chr11	98461363	98461751	+	MLT1A1	388	MLT1A1
1253408	1048948_bINT_singleton	MLT1A1_1048948_bINT_singleton_1	MLT1A1_1048948	bINT	chr13	43488184	43488509	+	MLT1A1	325	MLT1A1
1253412	1048948_aINT_singleton	MLT1A1_1048948_aINT_singleton_1	MLT1A1_1048948	aINT	chr13	43490485	43490853	+	MLT1A1	368	MLT1A1
1330365	1112630_bINT_singleton	MLT1A1_1112630_bINT_singleton_1	MLT1A1_1112630	bINT	chr13	89296530	89296909	+	MLT1A1	379	MLT1A1
1330367	1112630_aINT_singleton	MLT1A1_1112630_aINT_singleton_1	MLT1A1_1112630	aINT	chr13	89298584	89298970	+	MLT1A1	386	MLT1A1
1341395	1121903_bINT_singleton	MLT1A1_1121903_bINT_singleton_1	MLT1A1_1121903	bINT	chr13	95648663	95649022	-	MLT1A1	359	MLT1A1
1341397	1121903_aINT_singleton	MLT1A1_1121903_aINT_singleton_1	MLT1A1_1121903	aINT	chr13	95650456	95650785	-	MLT1A1	329	MLT1A1
1477876	1235377_bINT_singleton	MLT1A1_1235377_bINT_singleton_1	MLT1A1_1235377	bINT	chr14	76139735	76140158	+	MLT1A1	423	MLT1A1
1477897	1235377_aINT_singleton	MLT1A1_1235377_aINT_singleton_1	MLT1A1_1235377	aINT	chr14	76145451	76145844	+	MLT1A1	393	MLT1A1
1490684	1246270_bINT_singleton	MLT1A1_1246270_bINT_singleton_1	MLT1A1_1246270	bINT	chr14	82588709	82589097	+	MLT1A1	388	MLT1A1
1490686	1246270_aINT_singleton	MLT1A1_1246270_aINT_singleton_1	MLT1A1_1246270	aINT	chr14	82590824	82591174	+	MLT1A1	350	MLT1A1
1551137	1296314_bINT_singleton	MLT1A1_1296314_bINT_singleton_1	MLT1A1_1296314	bINT	chr15	26703134	26703455	-	MLT1A1	321	MLT1A1
1551139	1296314_aINT_singleton	MLT1A1_1296314_aINT_singleton_1	MLT1A1_1296314	aINT	chr15	26705070	26705397	-	MLT1A1	327	MLT1A1
2591982	2171786_bINT_singleton	MLT1A1_2171786_bINT_singleton_1	MLT1A1_2171786	bINT	chr2	152916881	152917252	+	MLT1A1	371	MLT1A1
2650876	2220817_aINT_singleton	MLT1A1_2220817_aINT_singleton_1	MLT1A1_2220817	aINT	chr2	188046798	188047176	+	MLT1A1	378	MLT1A1
2905206	2434369_bINT_singleton	MLT1A1_2434369_bINT_singleton_1	MLT1A1_2434369	bINT	chr21	24539836	24540231	-	MLT1A1	395	MLT1A1
2905208	2434369_aINT_singleton	MLT1A1_2434369_aINT_singleton_1	MLT1A1_2434369	aINT	chr21	24541875	24542284	-	MLT1A1	409	MLT1A1
3204041	2685761_bINT_singleton	MLT1A1_2685761_bINT_singleton_1	MLT1A1_2685761	bINT	chr3	98126194	98126602	-	MLT1A1	408	MLT1A1
3204043	2685761_aINT_singleton	MLT1A1_2685761_aINT_singleton_1	MLT1A1_2685761	aINT	chr3	98128280	98128720	-	MLT1A1	440	MLT1A1
3349983	2807100_bINT_singleton	MLT1A1_2807100_bINT_singleton_1	MLT1A1_2807100	bINT	chr3	180084161	180084495	+	MLT1A1	334	MLT1A1
3349987	2807100_aINT_singleton	MLT1A1_2807100_aINT_singleton_1	MLT1A1_2807100	aINT	chr3	180086555	180086905	+	MLT1A1	350	MLT1A1
3471453	2909052_bINT_singleton	MLT1A1_2909052_bINT_singleton_1	MLT1A1_2909052	bINT	chr4	43767305	43767689	-	MLT1A1	384	MLT1A1
3471455	2909052_aINT_singleton	MLT1A1_2909052_aINT_singleton_1	MLT1A1_2909052	aINT	chr4	43769330	43769714	-	MLT1A1	384	MLT1A1
3675651	3078026_bINT_singleton	MLT1A1_3078026_bINT_singleton_1	MLT1A1_3078026	bINT	chr4	167019703	167020096	+	MLT1A1	393	MLT1A1
3675653	3078026_aINT_singleton	MLT1A1_3078026_aINT_singleton_1	MLT1A1_3078026	aINT	chr4	167020374	167020741	+	MLT1A1	367	MLT1A1
4861915	4067925_bINT_singleton	MLT1A1_4067925_bINT_singleton_1	MLT1A1_4067925	bINT	chr8	135137354	135137688	-	MLT1A1	334	MLT1A1
4861919	4067925_aINT_singleton	MLT1A1_4067925_aINT_singleton_1	MLT1A1_4067925	aINT	chr8	135139546	135139890	-	MLT1A1	344	MLT1A1
652462	545791_bINT_open	MLT1H_545791_bINT_join_1	MLT1H_545791	bINT	chr10	107495464	107495856	+	MLT1H	392	MLT1H
652467	545791_bINT_close	MLT1H_545791_bINT_join_1	MLT1H_545791	bINT	chr10	107496820	107496911	+	MLT1H	91	MLT1H
2081492	1744775_bINT_open	MLT1H_1744775_bINT_join_1	MLT1H_1744775	bINT	chr18	22052704	22053162	-	MLT1H	458	MLT1H
2081487	1744775_bINT_close	MLT1H_1744775_bINT_join_1	MLT1H_1744775	bINT	chr18	22051868	22051938	-	MLT1H	70	MLT1H
2081504	1744775_aINT_open	MLT1H_1744775_aINT_join_1	MLT1H_1744775	aINT	chr18	22055880	22056380	-	MLT1H	500	MLT1H
2081502	1744775_aINT_close	MLT1H_1744775_aINT_join_1	MLT1H_1744775	aINT	chr18	22055687	22055756	-	MLT1H	69	MLT1H
3092745	2592153_bINT_overlap_open	MLT1H_2592153_bINT_join_1	MLT1H_2592153	bINT	chr3	33894318	33894753	-	MLT1H	435	MLT1H
3092738	2592153_bINT_overlap_close	MLT1H_2592153_bINT_join_1	MLT1H_2592153	bINT	chr3	33890969	33891065	-	MLT1H	96	MLT1H
652475	545791_aINT_singleton	MLT1H_545791_aINT_singleton_1	MLT1H_545791	aINT	chr10	107498793	107499315	+	MLT1H	522	MLT1H
757575	634136_bINT_singleton	MLT1H_634136_bINT_singleton_1	MLT1H_634136	bINT	chr11	32769178	32769691	-	MLT1H	513	MLT1H
757578	634136_aINT_singleton	MLT1H_634136_aINT_singleton_1	MLT1H_634136	aINT	chr11	32769988	32770460	-	MLT1H	472	MLT1H
801957	671388_bINT_singleton	MLT1H_671388_bINT_singleton_1	MLT1H_671388	bINT	chr11	60741248	60741701	-	MLT1H	453	MLT1H
801959	671388_aINT_singleton	MLT1H_671388_aINT_singleton_1	MLT1H_671388	aINT	chr11	60743149	60743548	-	MLT1H	399	MLT1H
882270	738676_bINT_singleton	MLT1H_738676_bINT_singleton_1	MLT1H_738676	bINT	chr11	100208197	100208662	-	MLT1H	465	MLT1H
882272	738676_aINT_singleton	MLT1H_738676_aINT_singleton_1	MLT1H_738676	aINT	chr11	100208755	100209177	-	MLT1H	422	MLT1H
1281500	1072236_bINT_singleton	MLT1H_1072236_bINT_singleton_1	MLT1H_1072236	bINT	chr13	59199974	59200501	-	MLT1H	527	MLT1H
1281502	1072236_aINT_singleton	MLT1H_1072236_aINT_singleton_1	MLT1H_1072236	aINT	chr13	59201848	59202341	-	MLT1H	493	MLT1H
1951187	1634729_bINT_singleton	MLT1H_1634729_bINT_singleton_1	MLT1H_1634729	bINT	chr17	37264803	37265315	-	MLT1H	512	MLT1H
1951191	1634729_aINT_singleton	MLT1H_1634729_aINT_singleton_1	MLT1H_1634729	aINT	chr17	37267087	37267466	-	MLT1H	379	MLT1H
2541241	2129440_bINT_singleton	MLT1H_2129440_bINT_singleton_1	MLT1H_2129440	bINT	chr2	123452963	123453459	-	MLT1H	496	MLT1H
2541251	2129440_aINT_singleton	MLT1H_2129440_aINT_singleton_1	MLT1H_2129440	aINT	chr2	123456234	123456635	-	MLT1H	401	MLT1H
2963345	2482775_bINT_singleton	MLT1H_2482775_bINT_singleton_1	MLT1H_2482775	bINT	chr22	23878194	23878700	-	MLT1H	506	MLT1H
2963353	2482775_aINT_singleton	MLT1H_2482775_aINT_singleton_1	MLT1H_2482775	aINT	chr22	23881082	23881559	-	MLT1H	477	MLT1H
3092753	2592153_aINT_singleton	MLT1H_2592153_aINT_singleton_1	MLT1H_2592153	aINT	chr3	33898119	33898442	-	MLT1H	323	MLT1H
3379673	2832176_bINT_singleton	MLT1H_2832176_bINT_singleton_1	MLT1H_2832176	bINT	chr3	194773966	194774439	+	MLT1H	473	MLT1H
3379676	2832176_aINT_singleton	MLT1H_2832176_aINT_singleton_1	MLT1H_2832176	aINT	chr3	194774970	194775382	+	MLT1H	412	MLT1H
3644553	3052287_bINT_singleton	MLT1H_3052287_bINT_singleton_1	MLT1H_3052287	bINT	chr4	148959923	148960416	+	MLT1H	493	MLT1H
3644555	3052287_aINT_singleton	MLT1H_3052287_aINT_singleton_1	MLT1H_3052287	aINT	chr4	148961729	148962247	+	MLT1H	518	MLT1H
4038294	3380256_bINT_singleton	MLT1H_3380256_bINT_singleton_1	MLT1H_3380256	bINT	chr6	3818129	3818516	+	MLT1H	387	MLT1H
4038299	3380256_aINT_singleton	MLT1H_3380256_aINT_singleton_1	MLT1H_3380256	aINT	chr6	3819639	3820121	+	MLT1H	482	MLT1H
4189693	3506553_bINT_singleton	MLT1H_3506553_bINT_singleton_1	MLT1H_3506553	bINT	chr6	88512905	88513420	-	MLT1H	515	MLT1H
4189699	3506553_aINT_singleton	MLT1H_3506553_aINT_singleton_1	MLT1H_3506553	aINT	chr6	88515648	88516060	-	MLT1H	412	MLT1H
4367373	3654797_bINT_singleton	MLT1H_3654797_bINT_singleton_1	MLT1H_3654797	bINT	chr7	20846895	20847350	-	MLT1H	455	MLT1H
4367379	3654797_aINT_singleton	MLT1H_3654797_aINT_singleton_1	MLT1H_3654797	aINT	chr7	20849355	20849777	-	MLT1H	422	MLT1H
4487654	3755138_bINT_singleton	MLT1H_3755138_bINT_singleton_1	MLT1H_3755138	bINT	chr7	87435323	87435764	+	MLT1H	441	MLT1H
4487656	3755138_aINT_singleton	MLT1H_3755138_aINT_singleton_1	MLT1H_3755138	aINT	chr7	87437084	87437440	+	MLT1H	356	MLT1H
1051641	879895_bINT_open	MLT1E3_879895_bINT_join_1	MLT1E3_879895	bINT	chr12	58582541	58582604	+	MLT1E3	63	MLT1E3
1051643	879895_bINT_close	MLT1E3_879895_bINT_join_1	MLT1E3_879895	bINT	chr12	58582652	58583069	+	MLT1E3	417	MLT1E3
1051655	879895_aINT_singleton	MLT1E3_879895_aINT_singleton_1	MLT1E3_879895	aINT	chr12	58587933	58588564	+	MLT1E3	631	MLT1E3
1819410	1522869_bINT_singleton	MLT1E3_1522869_bINT_singleton_1	MLT1E3_1522869	bINT	chr16	63489836	63490169	-	MLT1E3	333	MLT1E3
1819417	1522869_aINT_singleton	MLT1E3_1522869_aINT_singleton_1	MLT1E3_1522869	aINT	chr16	63494968	63495600	-	MLT1E3	632	MLT1E3
4339851	3631682_bINT_singleton	MLT1E3_3631682_bINT_singleton_1	MLT1E3_3631682	bINT	chr7	4850331	4850918	+	MLT1E3	587	MLT1E3
4339857	3631682_aINT_singleton	MLT1E3_3631682_aINT_singleton_1	MLT1E3_3631682	aINT	chr7	4853152	4853458	+	MLT1E3	306	MLT1E3
